a,b,c,d,e,f,g,h,i,j,k
23.9418,16.1145,16.1183,4.258,2.4846,0,2.2639,0.1614,0.0081,0,0
23.5074,16.1093,16.1132,4.306,2.4839,0,2.296,0.1406,0.0086,0.0002,0
23.1026,16.0944,16.0983,4.378,2.4816,0.0001,2.2242,0.1407,0.009,0,0
22.6981,16.0752,16.0791,4.441,2.4814,0.0004,2.3447,0.1412,0.0096,0,0
22.5759,16.0567,16.0605,4.502,2.4797,0.0001,2.3933,0.1396,0.0088,0.0007,0
22.7088,16.0411,16.0449,4.555,2.4756,0.0002,2.3462,0.1263,0.0085,0.0002,0
22.7673,16.0321,16.036,4.592,2.4723,0.0001,2.4273,0.1259,0.0088,0.0011,0
22.6385,16.0303,16.0341,4.614,2.4641,0,2.4323,0.126,0.0082,0.0007,0
22.4835,16.0362,16.0401,4.629,2.4529,0,2.4083,0.1477,0.0079,0.0003,0
22.5058,16.0472,16.051,4.646,2.4421,0.0001,2.4553,0.1478,0.0089,0,0
22.5166,16.0558,16.0596,4.659,2.428,0,2.4368,0.1477,0.0093,0.0008,0
22.5462,16.0636,16.0675,4.685,2.414,0.0001,2.431,0.1474,0.0087,0,0
22.833,16.0673,16.0712,4.713,2.3974,0.0006,2.4936,0.1456,0.0086,0.0007,0
23.1379,16.0683,16.0721,4.744,2.3816,0.001,2.3807,0.1458,0.0083,0,0
23.3092,16.0716,16.0755,4.766,2.3664,0.0004,2.4973,0.1453,0.0097,0,0
23.4925,16.0776,16.0815,4.781,2.3512,0.0001,2.3701,0.1454,0.0088,0.0002,0
23.499,16.086,16.0898,4.787,2.3387,0.0002,2.3024,0.1454,0.0095,0.0005,0
23.3844,16.0942,16.0981,4.772,2.3291,0,2.3789,0.1455,0.0091,0,0
23.3125,16.097,16.1009,4.741,2.3191,0.0004,2.3616,0.1437,0.0083,0.0007,0
23.1675,16.096,16.0998,4.704,2.312,0.0008,2.3685,0.1443,0.009,0,0
23.0765,16.0904,16.0942,4.666,2.3079,0.0003,2.4332,0.1441,0.0082,0,0
23.0474,16.0825,16.0864,4.634,2.3022,0.0006,2.3931,0.144,0.0087,0.0002,0
23.0215,16.0776,16.0815,4.625,2.2983,0.0002,2.4396,0.1421,0.009,0.0007,0
23.1509,16.078,16.0819,4.627,2.2995,0.0001,2.385,0.1423,0.009,0.0005,0
23.5899,16.085,16.0889,4.634,2.3005,0.0002,2.4585,0.1418,0.009,0,0
23.6663,16.1009,16.1048,4.648,2.2993,0.0012,2.4701,0.1455,0.0105,0.0005,0
23.541,16.1205,16.1244,4.654,2.3008,0.0001,2.4771,0.1455,0.0093,0,0
23.4271,16.1371,16.141,4.663,2.2989,0,2.4768,0.1452,0.0095,0.0005,0
23.2147,16.1483,16.1522,4.672,2.3009,0.0002,2.4849,0.1419,0.0101,0.0002,0
23.0614,16.1542,16.1581,4.682,2.3016,0,2.3946,0.1413,0.0091,0.0001,0
22.9602,16.1576,16.1615,4.698,2.3001,0.0003,2.501,0.1413,0.0094,0,0
22.8803,16.162,16.1659,4.726,2.3029,0,2.4646,0.1424,0.0095,0.0005,0
23.0808,16.1651,16.169,4.772,2.3056,0.0004,2.4366,0.1358,0.0093,0,0
23.0491,16.1666,16.1705,4.825,2.3093,0,2.3849,0.136,0.0089,0,0
23.0489,16.1721,16.1759,4.877,2.3126,0,2.5492,0.1355,0.0085,0.0005,0
23.8719,16.1781,16.182,4.918,2.3162,0,2.5182,0.1656,0.0095,0,0
24.492,16.172,16.1759,4.944,2.3173,0.0004,2.4127,0.1656,0.008,0,0
24.9403,16.1589,16.1628,4.94,2.3183,0.0006,2.3969,0.1655,0.0092,0,0
25.3487,16.1496,16.1535,4.9,2.3189,0,2.428,0.1658,0.0088,0.0002,0
24.9089,16.1507,16.1546,4.844,2.3184,0.0004,2.422,0.159,0.0083,0,0
23.7318,16.1532,16.1571,4.754,2.3183,0,2.4995,0.1589,0.0084,0,0
23.3803,16.1521,16.156,4.651,2.3182,0,2.2938,0.1588,0.0092,0,0
23.2539,16.1476,16.1515,4.544,2.3207,0,2.331,0.159,0.01,0,0
23.2505,16.1427,16.1466,4.445,2.3248,0,2.4969,0.1585,0.0098,0.0007,0
23.5736,16.1392,16.1431,4.376,2.3319,0,2.5585,0.1584,0.0107,0.0006,0
23.742,16.1375,16.1414,4.356,2.3394,0.0005,2.4085,0.1521,0.0098,0.0008,0
23.8731,16.1374,16.1413,4.382,2.3492,0.0001,2.4701,0.1529,0.0085,0.0002,0
24.6911,16.1357,16.1396,4.458,2.3541,0.0005,2.2289,0.1534,0.0087,0,0
24.5285,16.1315,16.1353,4.593,2.358,0,1.7613,0.1527,0.0095,0.0002,0
24.3338,16.134,16.1379,4.752,2.3583,0.0001,1.8598,0.1708,0.0095,0,0
25.2714,16.142,16.1458,4.914,2.3577,0.0004,1.9646,0.1701,0.0079,0,0
26.3316,16.149,16.1528,5.068,2.3566,0,1.9257,0.1698,0.0084,0.0003,0
26.6493,16.1483,16.1522,5.177,2.3558,0.0002,1.717,0.1923,0.0083,0,0
26.7581,16.1437,16.1475,5.232,2.3574,0.0005,1.9006,0.192,0.0083,0.0003,0
26.9474,16.1427,16.1466,5.217,2.359,0.0006,1.9019,0.1919,0.0092,0.0004,0
26.8072,16.152,16.1559,5.133,2.3635,0.0006,1.8806,0.1836,0.0085,0,0
26.0716,16.1589,16.1628,4.996,2.3687,0,1.883,0.1836,0.009,0.0007,0
25.614,16.1587,16.1625,4.83,2.3763,0,1.8583,0.1836,0.0099,0.0002,0
25.488,16.1563,16.1601,4.646,2.3877,0.0006,1.8203,0.1837,0.0095,0,0
25.1272,16.1515,16.1554,4.489,2.403,0.0006,2.0356,0.1956,0.0096,0,0
24.8206,16.1462,16.1501,4.364,2.4187,0,2.1157,0.1952,0.0108,0,0
24.6945,16.142,16.1458,4.282,2.4337,0,2.1457,0.1958,0.0097,0,0
24.6099,16.1374,16.1413,4.257,2.451,0.0008,2.141,0.1838,0.0088,0,0
24.7693,16.1319,16.1357,4.283,2.4639,0,1.994,0.184,0.009,0.0005,0
24.4521,16.127,16.1308,4.351,2.473,0,2.0746,0.1836,0.009,0,0
24.8742,16.1222,16.126,4.449,2.4796,0,2.1321,0.1835,0.0091,0.0008,0
25.6287,16.1158,16.1196,4.561,2.4825,0.0001,2.1403,0.1833,0.0091,0.0001,0
25.8709,16.1091,16.113,4.676,2.4818,0,2.0503,0.1839,0.009,0,0
26.1189,16.1021,16.1059,4.78,2.4805,0.0003,2.1487,0.1836,0.0089,0,0
26.2241,16.0945,16.0984,4.865,2.4776,0.0002,2.0848,0.1789,0.0104,0,0
25.9835,16.0883,16.0921,4.919,2.4727,0,2.1472,0.1792,0.0095,0.0003,0
25.9511,16.0869,16.0908,4.945,2.4691,0.0002,2.052,0.1791,0.0101,0,0
26.0671,16.0894,16.0933,4.945,2.4681,0.0002,1.996,0.1858,0.0093,0,0
25.9691,16.0917,16.0956,4.921,2.4679,0.0005,1.9561,0.1862,0.0083,0,0
25.8344,16.0931,16.0969,4.881,2.4706,0.0009,2.0517,0.1864,0.0089,0,0
25.889,16.0951,16.0989,4.841,2.477,0.0002,2.1508,0.1861,0.0098,0,0
25.9018,16.0978,16.1017,4.804,2.4836,0,2.1537,0.1835,0.0094,0.0005,0
25.7374,16.1003,16.1042,4.775,2.4875,0,2.3445,0.1839,0.0106,0,0
25.3937,16.1025,16.1063,4.756,2.4958,0.0001,2.4131,0.183,0.0103,0.001,0
25.0418,16.1061,16.1099,4.74,2.4987,0.0004,2.3902,0.1704,0.0098,0,0
24.9217,16.1101,16.1139,4.719,2.5044,0.0002,2.2708,0.1704,0.0092,0.001,0
24.8928,16.1124,16.1163,4.692,2.5101,0,2.3031,0.1703,0.0107,0,0
24.8051,16.1128,16.1167,4.661,2.5117,0.0004,2.302,0.1668,0.0096,0.0002,0
24.764,16.1124,16.1163,4.629,2.5147,0,2.2663,0.1663,0.0095,0.0011,0
24.7097,16.1126,16.1165,4.6,2.5149,0.0005,2.2618,0.1669,0.0081,0.0002,0
24.6995,16.1133,16.1171,4.577,2.5119,0,2.2473,0.1661,0.0089,0,0
24.6619,16.114,16.1179,4.555,2.5095,0,2.239,0.1721,0.0084,0.0005,0
24.4816,16.1142,16.1181,4.557,2.5043,0,2.3932,0.1713,0.0095,0.0006,0
24.1758,16.114,16.1179,4.572,2.4971,0.0003,2.1794,0.1717,0.0105,0,0
23.7369,16.115,16.1188,4.608,2.4924,0.0002,2.1914,0.1515,0.0089,0.0002,0
23.7756,16.1186,16.1224,4.647,2.4881,0,2.2367,0.1513,0.0081,0.0004,0
23.718,16.1223,16.1262,4.706,2.4833,0.0006,2.4771,0.1514,0.0085,0,0
23.727,16.126,16.1299,4.765,2.4782,0,2.4211,0.1513,0.0098,0,0
24.6548,16.1268,16.1307,4.82,2.4718,0.0002,2.3943,0.1537,0.0089,0.0001,0
25.4141,16.1245,16.1284,4.876,2.464,0,2.364,0.1542,0.0095,0,0
25.4488,16.1218,16.1257,4.918,2.4563,0,2.4221,0.154,0.0092,0.0002,0
25.4071,16.1193,16.1231,4.942,2.4477,0,2.4348,0.1799,0.0094,0.0003,0
25.1058,16.1174,16.1212,4.941,2.4377,0,2.2029,0.1804,0.0085,0.0002,0
24.8351,16.1151,16.119,4.91,2.4323,0.0002,2.0089,0.1792,0.0082,0.0002,0
24.4808,16.114,16.1179,4.864,2.4282,0.0001,1.9725,0.1759,0.0092,0,0
24.4245,16.1146,16.1185,4.788,2.4285,0.0008,2.0048,0.1759,0.0087,0.0003,0
24.3376,16.1155,16.1194,4.696,2.4298,0.0002,2.1324,0.1761,0.0082,0,0
24.1138,16.1161,16.1199,4.609,2.4353,0,2.1732,0.1762,0.0093,0.0002,0
23.9293,16.1172,16.1211,4.516,2.4392,0.0002,2.1878,0.1836,0.009,0,0
23.8198,16.1184,16.1223,4.445,2.4424,0.0004,2.3086,0.1836,0.009,0,0
23.9688,16.1194,16.1232,4.392,2.4437,0,2.3336,0.1839,0.0094,0.0004,0
24.9056,16.1186,16.1225,4.377,2.4437,0.0001,2.1809,0.164,0.0084,0,0
24.9969,16.1121,16.1159,4.401,2.4424,0.0002,2.2475,0.164,0.0083,0,0
25.0455,16.1036,16.1074,4.452,2.4398,0.0004,2.2795,0.1644,0.0101,0.0004,0
24.9655,16.0984,16.1022,4.531,2.4376,0,2.2903,0.1642,0.0101,0.0007,0
24.1315,16.0957,16.0996,4.634,2.4321,0,2.2826,0.1678,0.0092,0.0003,0
25.7266,16.094,16.0979,4.743,2.429,0.0003,1.7291,0.1679,0.0103,0,0
26.5343,16.0942,16.0981,4.859,2.4289,0.0002,1.8439,0.1684,0.0098,0,0
26.6145,16.0994,16.1033,4.951,2.4289,0,2.0066,0.1872,0.0098,0.0002,0
26.4924,16.1006,16.1045,5.028,2.4311,0.0002,2.1601,0.1872,0.0095,0.0006,0
26.5016,16.0945,16.0984,5.071,2.4321,0,1.9329,0.1871,0.0104,0.0005,0
26.3563,16.0913,16.0952,5.073,2.434,0,1.6234,0.1918,0.0093,0.0011,0
26.0125,16.0922,16.0961,5.032,2.4394,0.0006,1.6812,0.192,0.0087,0.0003,0
25.6567,16.095,16.0989,4.944,2.4483,0.0001,1.7704,0.1918,0.0102,0.0002,0
25.5652,16.0983,16.1022,4.828,2.4575,0.0011,1.7356,0.1917,0.0095,0,0
25.6917,16.102,16.1058,4.684,2.4714,0,1.9015,0.1893,0.0096,0,0
25.364,16.1055,16.1094,4.529,2.4835,0.0006,1.9512,0.1896,0.0093,0.0002,0
25.0897,16.1066,16.1105,4.391,2.4936,0,1.9935,0.1896,0.0092,0,0
25.159,16.1064,16.1102,4.287,2.5012,0,2.0134,0.1912,0.0085,0.0008,0
25.4521,16.1061,16.1099,4.23,2.5055,0,2.0394,0.1915,0.009,0.0003,0
25.9857,16.1068,16.1106,4.226,2.5091,0.0004,2.0926,0.191,0.0082,0,0
26.6147,16.1081,16.112,4.283,2.5105,0.0002,2.0087,0.1926,0.0084,0,0
26.2452,16.1108,16.1147,4.381,2.5109,0.0002,2.0361,0.1933,0.0075,0.0008,0
25.6237,16.1068,16.1106,4.506,2.5111,0.0006,2.051,0.1935,0.0091,0,0
25.4703,16.0958,16.0997,4.639,2.5098,0,2.0575,0.1932,0.0101,0,0
25.6881,16.0854,16.0893,4.75,2.5095,0.0004,2.0842,0.1817,0.0111,0.0008,0
25.7705,16.0786,16.0825,4.84,2.5109,0,1.9985,0.1817,0.0109,0.0002,0
25.9844,16.0748,16.0786,4.89,2.5123,0.0002,2.0549,0.1809,0.0085,0,0
26.2096,16.0751,16.0789,4.894,2.515,0.0009,2.0554,0.1798,0.0103,0,0
26.016,16.0773,16.0812,4.864,2.5156,0.0011,2.0523,0.1801,0.0095,0.0005,0
25.9075,16.0768,16.0806,4.781,2.5166,0.0002,2.1155,0.1799,0.0092,0,0
25.8927,16.0741,16.078,4.689,2.5156,0,2.1336,0.1804,0.0093,0.0004,0
25.8971,16.0724,16.0763,4.582,2.5161,0.0004,2.0671,0.1874,0.0082,0.0007,0
25.8816,16.0705,16.0744,4.491,2.5163,0.0006,2.1478,0.1872,0.0086,0.0005,0
25.9289,16.0673,16.0712,4.419,2.519,0.0002,2.0586,0.1873,0.0089,0.0007,0
26.1033,16.0653,16.0692,4.38,2.5203,0.0002,1.7631,0.1827,0.011,0,0
26.3057,16.0671,16.0709,4.368,2.525,0.0004,2.0216,0.1826,0.0108,0.0009,0
26.4619,16.0729,16.0768,4.384,2.5253,0,2.111,0.1822,0.0093,0,0
26.3946,16.0799,16.0837,4.412,2.5271,0,2.1968,0.1777,0.0096,0.0002,0
26.1678,16.0819,16.0857,4.437,2.5305,0.0003,1.9664,0.1775,0.0099,0.0003,0
26.064,16.0786,16.0825,4.463,2.5306,0.0004,2.0132,0.1778,0.0093,0.0002,0
25.7036,16.0763,16.0801,4.47,2.532,0,2.0449,0.1781,0.0094,0.0008,0
25.5286,16.075,16.0789,4.466,2.5354,0,2.1017,0.174,0.0095,0.0002,0
25.4572,16.0728,16.0767,4.442,2.5389,0.0001,2.1348,0.1732,0.0088,0,0
25.3388,16.0708,16.0746,4.416,2.5406,0.0001,2.1783,0.1743,0.0101,0.0002,0
25.3717,16.0708,16.0746,4.403,2.5422,0,2.069,0.1792,0.01,0.0006,0
25.4258,16.0708,16.0746,4.4,2.5428,0.0001,2.0469,0.1787,0.0095,0,0
25.4524,16.0703,16.0741,4.417,2.5417,0,2.2202,0.1789,0.0093,0.0006,0
25.8617,16.0695,16.0733,4.452,2.54,0.0005,2.0236,0.1803,0.0096,0.0002,0
25.9584,16.0658,16.0696,4.526,2.537,0.0004,2.0535,0.1803,0.0101,0,0
26.0687,16.061,16.0648,4.609,2.532,0.0001,2.1054,0.1797,0.0095,0.0001,0
26.1243,16.0592,16.0631,4.69,2.5284,0.0009,2.2021,0.1801,0.0092,0.0001,0
26.0816,16.0612,16.065,4.767,2.5241,0.0001,2.0409,0.1762,0.0095,0,0
25.9678,16.0624,16.0663,4.821,2.5202,0,2.1069,0.1765,0.0105,0.0002,0
25.9667,16.0582,16.062,4.834,2.5179,0,1.9053,0.1759,0.0099,0.0002,0
25.9195,16.0509,16.0548,4.818,2.5177,0.0005,2.08,0.1845,0.01,0.0007,0
25.8315,16.0494,16.0532,4.75,2.5176,0,2.0027,0.1846,0.0095,0.0004,0
25.7207,16.0522,16.056,4.646,2.5173,0,2.0242,0.1849,0.0081,0.0008,0
25.6972,16.0549,16.0588,4.516,2.5196,0.0005,2.074,0.185,0.0087,0,0
25.6268,16.0556,16.0595,4.376,2.5208,0.0006,1.9683,0.1901,0.01,0,0
25.679,16.0552,16.059,4.246,2.5215,0.0004,2.0574,0.1894,0.0089,0,0
25.7553,16.054,16.0578,4.15,2.5233,0.0002,2.0966,0.1901,0.0087,0,0
25.874,16.0531,16.0569,4.089,2.5226,0,2.2103,0.1969,0.01,0.0007,0
26.1903,16.0522,16.056,4.093,2.5232,0.0001,2.0694,0.1971,0.0097,0,0
25.9818,16.0502,16.054,4.153,2.5233,0.0001,2.0893,0.197,0.0096,0,0
25.7603,16.0462,16.05,4.26,2.5218,0.0005,2.0775,0.1704,0.0092,0.0002,0
25.4213,16.0418,16.0456,4.396,2.5216,0.0001,2.1711,0.1708,0.0085,0,0
25.6775,16.0391,16.0429,4.547,2.5222,0,2.0676,0.1702,0.0098,0,0
25.7209,16.0387,16.0425,4.7,2.5235,0,2.1821,0.1701,0.0082,0.0004,0
25.716,16.0382,16.0421,4.816,2.5232,0.0001,1.9748,0.1725,0.0119,0.0004,0
25.8325,16.0379,16.0417,4.9,2.5232,0,2.0941,0.1732,0.0113,0.0008,0
26.2747,16.0397,16.0436,4.938,2.5223,0.0003,2.1476,0.1728,0.0101,0.0002,0
26.2483,16.0479,16.0517,4.92,2.5219,0.0006,2.1627,0.1833,0.0098,0,0
25.8303,16.0542,16.058,4.846,2.5199,0.0008,2.1191,0.1836,0.0098,0.0005,0
25.6831,16.0512,16.055,4.731,2.519,0.0008,2.0426,0.1833,0.0095,0.0005,0
25.6122,16.047,16.0508,4.602,2.5186,0,1.9308,0.1765,0.009,0,0
25.5773,16.0439,16.0477,4.459,2.5186,0.0002,2.0763,0.1762,0.0098,0.0003,0
25.5456,16.0425,16.0464,4.33,2.5209,0.0007,2.0547,0.1764,0.0098,0.0003,0
25.5391,16.042,16.0458,4.221,2.5219,0.0007,2.0805,0.1766,0.0095,0.0008,0
25.6365,16.0416,16.0455,4.157,2.5223,0.0005,2.177,0.183,0.01,0,0
25.7469,16.04,16.0439,4.129,2.5225,0,2.0476,0.1837,0.0103,0.0005,0
25.6801,16.0368,16.0407,4.138,2.5237,0.0006,2.07,0.183,0.0095,0,0
25.45,16.035,16.0389,4.182,2.5222,0,2.1188,0.1717,0.009,0,0
25.2024,16.0354,16.0393,4.25,2.5202,0.0004,2.1433,0.1712,0.0092,0,0
25.0359,16.0367,16.0405,4.34,2.5174,0,2.1008,0.1717,0.0092,0,0
24.8142,16.0375,16.0413,4.436,2.5161,0,2.1217,0.1714,0.0095,0,0
25.1808,16.0423,16.0461,4.526,2.5143,0.0002,2.2276,0.1669,0.0095,0,0
25.8953,16.0456,16.0494,4.609,2.5119,0,2.2798,0.1668,0.0085,0,0
26.257,16.0428,16.0466,4.677,2.5106,0,2.1817,0.1669,0.01,0.0014,0
26.3069,16.0381,16.042,4.719,2.5061,0.0007,2.1154,0.1786,0.0095,0,0
26.1423,16.0344,16.0383,4.741,2.5009,0.0003,2.005,0.1786,0.009,0,0
25.9519,16.0337,16.0376,4.734,2.5005,0,2.0201,0.1786,0.0098,0,0
25.8242,16.0362,16.0401,4.716,2.4955,0.0007,2.0795,0.1846,0.0102,0,0
25.8921,16.0396,16.0434,4.684,2.4927,0,2.024,0.1846,0.0092,0,0
25.7315,16.0412,16.0451,4.643,2.4963,0.0006,2.0214,0.1852,0.0095,0.0005,0
25.6185,16.0406,16.0444,4.591,2.4972,0.0008,2.0882,0.1844,0.01,0.0002,0
25.4797,16.0404,16.0442,4.53,2.4999,0,2.1139,0.1882,0.0099,0.0005,0
25.5591,16.0412,16.0451,4.471,2.502,0,2.0599,0.1882,0.0092,0,0
25.7397,16.0412,16.0451,4.406,2.5061,0,2.2082,0.1884,0.0096,0.0002,0
25.8094,16.038,16.0418,4.343,2.508,0.0008,2.1513,0.1884,0.0108,0.0005,0
25.8167,16.0338,16.0377,4.284,2.5113,0.0008,2.1497,0.1884,0.0101,0.0004,0
25.893,16.032,16.0358,4.251,2.5107,0.0002,2.0916,0.188,0.0103,0.0002,0
25.9683,16.0297,16.0336,4.231,2.5107,0.0004,2.1075,0.1748,0.0105,0,0
26.0818,16.0261,16.03,4.238,2.5116,0.0001,2.0517,0.1758,0.0106,0,0
26.0713,16.0189,16.0227,4.273,2.5112,0,1.9689,0.1751,0.0111,0,0
25.9803,16.0122,16.016,4.325,2.5114,0,2.0488,0.1756,0.0085,0,0
25.9518,16.0092,16.013,4.402,2.5107,0.0001,2.0456,0.1799,0.0098,0.0004,0
25.943,16.0078,16.0117,4.498,2.5123,0.0002,2.0676,0.1801,0.0098,0,0
26.0527,16.0024,16.0063,4.593,2.5142,0,2.1438,0.1804,0.0085,0.0009,0
26.1086,15.9932,15.9971,4.678,2.517,0,2.125,0.175,0.0091,0,0
26.1661,15.988,15.9919,4.743,2.5167,0,1.996,0.1748,0.0093,0.0005,0
26.3246,15.9895,15.9933,4.783,2.5166,0.0009,2.027,0.1751,0.009,0.0003,0
26.2605,15.9968,16.0007,4.782,2.5187,0.0005,2.0256,0.175,0.01,0,0
26.1777,16.0017,16.0055,4.743,2.5193,0,2.0285,0.1884,0.0093,0,0
26.0997,16.0029,16.0067,4.668,2.5202,0.0002,2.0445,0.1883,0.0091,0.0003,0
26.0735,16.0032,16.0071,4.581,2.5197,0,1.9793,0.1881,0.0096,0.0006,0
26.0625,16.0034,16.0072,4.474,2.5207,0.0002,1.9886,0.1892,0.0092,0.0009,0
26.0795,16.0027,16.0066,4.364,2.5241,0.0004,2.1366,0.1897,0.0098,0.0005,0
26.0809,16.0017,16.0055,4.268,2.5261,0.0003,2.033,0.1898,0.0103,0,0
26.0769,16.001,16.0048,4.201,2.5265,0.0009,2.0166,0.1835,0.0093,0.0005,0
26.0919,16.0003,16.0041,4.183,2.5281,0.0007,2.1488,0.1839,0.0084,0.0009,0
26.1502,15.9996,16.0035,4.208,2.5297,0,2.1028,0.1828,0.0092,0,0
26.2472,16.0016,16.0055,4.289,2.5303,0,2.097,0.1839,0.009,0.0003,0
25.9788,16.0066,16.0105,4.391,2.5306,0.001,2.1474,0.1832,0.0086,0.0001,0
26.2061,16.0084,16.0122,4.526,2.5321,0,2.1968,0.1832,0.0105,0,0
26.1213,16.0106,16.0144,4.646,2.5324,0,2.1358,0.1835,0.0105,0,0
26.0526,16.0102,16.014,4.753,2.5333,0.0003,2.1458,0.1772,0.0106,0.0002,0
25.9943,16.0084,16.0122,4.825,2.5335,0,2.1647,0.1774,0.0101,0,0
25.9199,16.0069,16.0107,4.849,2.5337,0.0003,2.1174,0.1778,0.0089,0.0002,0
25.9232,16.005,16.0089,4.824,2.5332,0,2.05,0.1772,0.0085,0.0008,0
25.9521,16.004,16.0079,4.749,2.5333,0.0009,2.0545,0.1806,0.01,0,0
25.9275,16.0035,16.0073,4.636,2.5332,0.0004,2.0888,0.1798,0.0085,0,0
25.8939,16.0022,16.006,4.499,2.5313,0,1.9813,0.1801,0.0096,0.0002,0
25.838,16.0007,16.0046,4.361,2.5311,0.0004,2.0578,0.1849,0.0095,0,0
25.8114,15.9991,16.003,4.243,2.5301,0,2.1009,0.1852,0.0105,0.0003,0
25.8225,15.9978,16.0016,4.178,2.5285,0,2.1462,0.1856,0.0095,0.0001,0
26.0207,15.9971,16.0009,4.172,2.5291,0.001,2.1666,0.1856,0.0098,0,0
26.16,16.0011,16.005,4.228,2.5284,0.0004,2.0864,0.1861,0.0099,0.0004,0
26.0257,16.007,16.0108,4.34,2.527,0,2.0092,0.186,0.0099,0,0
25.786,16.007,16.0108,4.487,2.5254,0,1.9413,0.1859,0.0085,0,0
25.5898,16.0062,16.01,4.638,2.525,0.0001,2.0661,0.1746,0.0085,0,0
25.4343,16.0071,16.011,4.769,2.5245,0,2.1184,0.174,0.0089,0,0
25.0471,16.0106,16.0144,4.867,2.5246,0,2.1703,0.1744,0.0075,0,0
24.7593,16.0206,16.0245,4.92,2.5261,0,2.0597,0.1594,0.0087,0.0005,0
25.0602,16.0344,16.0382,4.916,2.5248,0.0001,2.125,0.1599,0.0091,0,0
25.6753,16.0456,16.0494,4.857,2.5241,0,2.113,0.1595,0.0087,0.0007,0
25.6262,16.0555,16.0593,4.743,2.5219,0,2.0742,0.1854,0.0084,0.0008,0
25.6846,16.0532,16.0571,4.596,2.5177,0.0008,1.9823,0.1845,0.0087,0.0007,0
25.9227,16.0491,16.0529,4.45,2.5129,0,2.1177,0.1849,0.0088,0,0
26.2556,16.0492,16.053,4.319,2.5083,0,2.1201,0.1853,0.0098,0,0
26.2088,16.0563,16.0601,4.238,2.5044,0,2.1804,0.1908,0.0087,0.0008,0
25.7364,16.062,16.0659,4.225,2.5026,0,2.1047,0.191,0.0083,0,0
25.2128,16.0661,16.07,4.279,2.502,0.0003,2.1225,0.1907,0.0095,0.0011,0
25.3673,16.066,16.0699,4.393,2.5028,0.0003,2.069,0.1676,0.0089,0.0005,0
25.0539,16.0601,16.064,4.563,2.5047,0.0004,2.1021,0.1681,0.0077,0,0
25.1251,16.0561,16.06,4.734,2.5068,0.0006,1.5737,0.1674,0.0095,0,0
24.4743,16.0529,16.0568,4.894,2.5098,0.0002,2.0385,0.1676,0.0103,0.0004,0
25.0365,16.0585,16.0624,5.016,2.5108,0,2.2972,0.1418,0.0108,0,0
25.6065,16.0554,16.0592,5.099,2.5122,0,2.1623,0.1415,0.0107,0.0002,0
25.7963,16.0376,16.0414,5.121,2.5112,0,2.0842,0.1421,0.0108,0.0009,0
25.762,16.0329,16.0368,5.071,2.5074,0.0004,2.221,0.1607,0.01,0,0
25.4663,16.0388,16.0426,4.966,2.5032,0,2.2786,0.1609,0.01,0.0005,0
25.6035,16.0431,16.0469,4.82,2.4968,0,2.2444,0.1609,0.0098,0,0
25.6641,16.0478,16.0516,4.65,2.4914,0.0002,2.177,0.1715,0.0087,0,0
25.6202,16.0529,16.0568,4.499,2.4898,0,2.088,0.1715,0.0093,0,0
25.3521,16.0556,16.0594,4.367,2.4896,0.0009,2.2148,0.1719,0.0091,0.0005,0
25.0913,16.0539,16.0577,4.28,2.4891,0.0004,2.1463,0.1714,0.0097,0.0008,0
24.8521,16.0542,16.058,4.243,2.4896,0.0003,2.2161,0.1706,0.009,0,0
24.7343,16.0576,16.0615,4.252,2.491,0.0008,2.1362,0.1701,0.0101,0.0005,0
24.6066,16.0622,16.066,4.296,2.4914,0.0001,2.1506,0.1704,0.0092,0,0
24.3028,16.0667,16.0705,4.379,2.4938,0.0005,2.1398,0.1752,0.0101,0.0005,0
24.3215,16.0715,16.0753,4.49,2.491,0,2.1639,0.1755,0.0098,0.0006,0
24.2772,16.0744,16.0783,4.608,2.4933,0.0002,2.2596,0.1751,0.0095,0,0
24.0291,16.0763,16.0801,4.728,2.4896,0,2.2879,0.1778,0.0093,0,0
24.3136,16.0784,16.0823,4.837,2.4858,0,2.2123,0.1778,0.0102,0.0003,0
24.4887,16.0807,16.0845,4.933,2.4799,0.0008,2.0854,0.1775,0.0085,0,0
24.5363,16.0836,16.0874,4.999,2.4736,0,2.2177,0.1773,0.0089,0.0002,0
24.3,16.0856,16.0894,5.029,2.4684,0,2.2399,0.162,0.0099,0,0
24.8101,16.0853,16.0892,5.027,2.4623,0.0001,2.1271,0.1624,0.0094,0.0006,0
24.8336,16.09,16.0939,4.984,2.4575,0,1.9967,0.1615,0.0101,0,0
24.8266,16.0932,16.097,4.902,2.4514,0.0002,2.1022,0.1524,0.0095,0,0
24.8379,16.093,16.0969,4.795,2.4474,0,2.0086,0.1524,0.0089,0.001,0
25.1156,16.0917,16.0956,4.67,2.4426,0.0001,2.0991,0.1517,0.0089,0,0
25.4774,16.0948,16.0986,4.535,2.441,0.0002,1.9606,0.1524,0.0082,0.0001,0
25.5285,16.1021,16.106,4.406,2.4382,0,1.9886,0.1727,0.0088,0.0007,0
25.7098,16.1038,16.1077,4.3,2.4374,0.0004,1.9681,0.1724,0.0092,0.0003,0
25.8787,16.1014,16.1053,4.221,2.4385,0.0011,2.0327,0.1728,0.0089,0.0005,0
25.9688,16.1045,16.1083,4.173,2.4411,0.0002,1.9169,0.1726,0.0093,0.0003,0
25.6223,16.1116,16.1155,4.166,2.4452,0,2.1083,0.1727,0.0088,0.0006,0
