a,b,c,d,e,f,g,h,i,j,k
33.7424,7.9985,8.0004,46.29,0.9757,0.002,4.4951,0.0299,0.0082,0,0
33.742,7.9981,8,46.306,0.976,0.0001,4.4989,0.0298,0.0066,0,0
33.7419,7.9974,7.9994,46.356,0.9747,0.0004,4.5039,0.0272,0.007,0,0
33.7415,7.9967,7.9986,46.444,0.9761,0,4.5174,0.0277,0.0063,0,0
33.7422,7.996,7.9979,46.555,0.9749,0.0005,4.5259,0.0276,0.008,0.0005,0
33.7429,7.9953,7.9972,46.676,0.9742,0.0004,4.5338,0.0282,0.0068,0.0005,0
33.7433,7.9947,7.9966,46.803,0.9748,0.0002,4.5364,0.0257,0.0065,0.0003,0
33.7439,7.9944,7.9963,46.921,0.975,0.0013,4.5322,0.0246,0.0082,0,0
33.7443,7.9942,7.9961,47.039,0.9762,0.0003,4.5408,0.024,0.0087,0,0
33.7439,7.9944,7.9963,47.118,0.9743,0.0004,4.5367,0.0254,0.0081,0.0002,0
33.7448,7.9942,7.9962,47.179,0.9744,0,4.5356,0.0252,0.008,0.0012,0
33.7459,7.9946,7.9965,47.199,0.9748,0,4.5476,0.0245,0.0063,0.0005,0
33.7463,7.9955,7.9975,47.19,0.9744,0.0006,4.5366,0.0284,0.0068,0.0004,0
33.7452,7.9965,7.9984,47.153,0.9763,0,4.5393,0.0283,0.0063,0.0004,0
33.7452,7.9973,7.9992,47.094,0.9746,0,4.5344,0.0272,0.0077,0,0
33.7446,7.9979,7.9998,47.02,0.9744,0,4.532,0.0267,0.0079,0.0007,0
33.7438,7.9984,8.0003,46.934,0.9759,0,4.5303,0.0269,0.0083,0,0
33.7437,7.9985,8.0004,46.858,0.9757,0.0014,4.536,0.0269,0.0069,0,0
33.7434,7.9985,8.0004,46.795,0.9759,0,4.5187,0.0269,0.0092,0.0002,0
33.7433,7.9982,8.0002,46.749,0.9762,0,4.5299,0.0275,0.0082,0.001,0
33.7445,7.998,7.9999,46.714,0.9759,0.0008,4.5236,0.0274,0.0078,0.0002,0
33.7432,7.9981,8,46.687,0.9754,0.0005,4.5237,0.0275,0.0073,0.0005,0
33.7421,7.9978,7.9997,46.672,0.9763,0.0002,4.5093,0.0281,0.0082,0.0003,0
33.7427,7.997,7.9989,46.655,0.9765,0.0002,4.4823,0.0273,0.0075,0.0007,0
33.7435,7.9962,7.9981,46.646,0.9744,0.0008,4.4885,0.0266,0.0087,0,0
33.7441,7.996,7.9979,46.629,0.9753,0.0005,4.4961,0.0279,0.009,0,0
33.7447,7.9961,7.9981,46.625,0.9754,0,4.4933,0.0285,0.0098,0,0
33.745,7.9966,7.9985,46.638,0.9751,0.0002,4.4906,0.0282,0.0085,0.0009,0
33.7428,7.9971,7.999,46.667,0.9749,0,4.4915,0.0283,0.0082,0,0
33.7426,7.9968,7.9987,46.712,0.9755,0,4.4961,0.0278,0.0074,0,0
33.7427,7.9963,7.9982,46.789,0.9764,0,4.4919,0.0285,0.0072,0.0008,0
33.7435,7.9955,7.9975,46.876,0.9747,0,4.5006,0.0269,0.0084,0.0005,0
33.7438,7.9952,7.9971,46.99,0.9739,0.0003,4.5016,0.0276,0.0087,0,0
33.7444,7.9946,7.9965,47.111,0.9738,0.0004,4.5048,0.0269,0.0082,0,0
33.7443,7.9945,7.9964,47.24,0.9741,0.0002,4.5038,0.0268,0.0074,0,0
33.7443,7.9945,7.9964,47.373,0.9759,0,4.5087,0.0263,0.0103,0,0
33.7439,7.9947,7.9966,47.483,0.9744,0,4.5174,0.0273,0.0092,0.0003,0
33.7441,7.9948,7.9967,47.596,0.9739,0,4.5032,0.0263,0.0077,0.0005,0
33.7444,7.9947,7.9966,47.67,0.9739,0,4.5054,0.0272,0.0082,0,0
33.7449,7.9949,7.9968,47.74,0.9741,0.0002,4.5051,0.0272,0.0075,0.0006,0
33.745,7.995,7.9969,47.795,0.9748,0.0001,4.5042,0.0269,0.0076,0,0
33.7455,7.9956,7.9975,47.838,0.9744,0.0008,4.5193,0.0266,0.0066,0.0001,0
33.745,7.9961,7.9981,47.849,0.9745,0,4.5321,0.0278,0.0069,0.0008,0
33.7451,7.9966,7.9985,47.847,0.9746,0,4.5335,0.0272,0.0072,0.0007,0
33.7455,7.9969,7.9988,47.822,0.9739,0.0005,4.5256,0.0278,0.0085,0,0
33.7446,7.9976,7.9995,47.785,0.9749,0,4.5351,0.027,0.0068,0.0007,0
33.7446,7.9979,7.9999,47.718,0.9744,0,4.5381,0.0273,0.0077,0,0
33.7446,7.9981,8,47.648,0.9746,0,4.5421,0.0276,0.0085,0,0
33.7444,7.9984,8.0004,47.604,0.9742,0,4.5416,0.0274,0.0078,0.0008,0
33.7437,7.9986,8.0005,47.584,0.9746,0.0008,4.5409,0.0276,0.0074,0,0
33.7422,7.9985,8.0004,47.593,0.9746,0,4.54,0.0265,0.0071,0.0002,0
33.7416,7.9977,7.9996,47.639,0.976,0,4.5224,0.0262,0.0063,0.0001,0
33.7422,7.9965,7.9984,47.724,0.9746,0,4.5462,0.0256,0.0066,0.0002,0
33.7429,7.9955,7.9974,47.825,0.9741,0,4.5566,0.0251,0.0073,0,0
33.7438,7.9948,7.9967,47.937,0.9752,0,4.566,0.0239,0.0063,0.0002,0
33.744,7.9945,7.9964,48.073,0.9765,0.0001,4.5538,0.0253,0.008,0.0007,0
33.7436,7.9942,7.9962,48.206,0.9742,0.0001,4.5512,0.0263,0.007,0.0002,0
33.7444,7.9942,7.9961,48.329,0.9749,0.0002,4.5743,0.0269,0.0076,0.0005,0
33.7453,7.9941,7.996,48.445,0.9754,0,4.5661,0.0272,0.0069,0.0002,0
33.7452,7.9942,7.9961,48.539,0.9751,0,4.5737,0.0268,0.0067,0,0
33.7456,7.9942,7.9961,48.609,0.9759,0.0002,4.5592,0.0242,0.0075,0,0
33.7475,7.9944,7.9963,48.65,0.9767,0,4.5571,0.0244,0.0073,0.0001,0
33.7462,7.9955,7.9974,48.654,0.9757,0.0003,4.5517,0.0247,0.0074,0.0002,0
33.746,7.9963,7.9982,48.624,0.9751,0.0006,4.5519,0.0266,0.0069,0,0
33.7461,7.9969,7.9988,48.569,0.9761,0.0007,4.5456,0.027,0.0072,0,0
33.7458,7.9975,7.9994,48.48,0.976,0.0011,4.5391,0.0265,0.0067,0.0006,0
33.745,7.9979,7.9999,48.379,0.9755,0.0006,4.5293,0.0294,0.0072,0.0007,0
33.7445,7.9982,8.0001,48.28,0.9767,0.0011,4.5221,0.0307,0.0077,0.0002,0
33.7449,7.9981,8,48.197,0.976,0.0012,4.5174,0.0288,0.0065,0.0008,0
33.7454,7.9981,8,48.146,0.9763,0.0006,4.518,0.0304,0.0078,0,0
33.7431,7.9983,8.0002,48.128,0.9758,0.0004,4.5209,0.0286,0.007,0.0007,0
33.7426,7.9978,7.9997,48.155,0.9763,0.0013,4.5141,0.0282,0.0083,0.0002,0
33.7426,7.9968,7.9987,48.218,0.976,0.0002,4.511,0.0286,0.0087,0,0
33.743,7.996,7.9979,48.319,0.9768,0.0001,4.4926,0.0262,0.0087,0.0002,0
33.7434,7.9953,7.9973,48.435,0.9763,0.0001,4.5047,0.027,0.0089,0,0
33.7438,7.9949,7.9968,48.57,0.976,0.0001,4.4968,0.0268,0.0083,0.0008,0
33.7441,7.9947,7.9966,48.721,0.9761,0.0002,4.5072,0.0265,0.0085,0,0
33.744,7.9948,7.9967,48.872,0.9763,0.0002,4.4972,0.0289,0.0093,0.0008,0
33.7439,7.9948,7.9967,49.029,0.976,0.0002,4.4871,0.0294,0.009,0,0
33.7437,7.9949,7.9968,49.163,0.9754,0,4.4847,0.0283,0.0102,0.0005,0
33.7437,7.995,7.9969,49.283,0.9759,0.0001,4.4879,0.0275,0.0106,0,0
33.7437,7.9951,7.997,49.364,0.9746,0.0001,4.4876,0.026,0.0103,0.0005,0
33.7445,7.9952,7.9971,49.412,0.9758,0.0006,4.4726,0.0275,0.0089,0.0004,0
33.7455,7.9956,7.9975,49.408,0.9758,0.0002,4.4617,0.0264,0.0087,0,0
33.7458,7.9963,7.9982,49.364,0.9759,0,4.4699,0.026,0.0085,0,0
33.7454,7.9972,7.9991,49.27,0.9763,0.0006,4.4678,0.027,0.0096,0,0
33.7444,7.9979,7.9999,49.155,0.9749,0.0004,4.4496,0.0282,0.0088,0,0
33.7444,7.9984,8.0003,49.021,0.9747,0,4.442,0.0282,0.0089,0.0003,0
33.7442,7.9984,8.0004,48.892,0.9742,0,4.4363,0.0287,0.0095,0.0002,0
33.7441,7.9987,8.0006,48.774,0.9745,0,4.4384,0.029,0.0092,0,0
33.7436,7.9989,8.0008,48.686,0.9738,0,4.4549,0.0276,0.0086,0,0
33.7438,7.9987,8.0007,48.628,0.973,0,4.4699,0.0285,0.0089,0.0002,0
33.7419,7.9987,8.0007,48.613,0.9728,0.0005,4.4826,0.0281,0.0082,0.0004,0
33.742,7.9981,8,48.634,0.9729,0,4.4912,0.0266,0.009,0,0
33.7425,7.9971,7.9991,48.696,0.9739,0,4.4942,0.0275,0.0076,0.0003,0
33.7434,7.9961,7.9981,48.788,0.9727,0.0002,4.4887,0.0282,0.0072,0.0003,0
33.7437,7.9957,7.9976,48.898,0.9726,0,4.5052,0.0275,0.0087,0,0
33.7442,7.9952,7.9971,49.029,0.973,0.0002,4.499,0.0265,0.0087,0.0007,0
33.7446,7.9948,7.9967,49.18,0.9727,0.0001,4.4923,0.0278,0.0087,0.0002,0
33.7448,7.9947,7.9966,49.336,0.9729,0,4.4968,0.0268,0.0082,0,0
33.7446,7.9948,7.9967,49.487,0.9733,0,4.4942,0.0272,0.0093,0,0
33.7449,7.9947,7.9966,49.623,0.9722,0.0002,4.4887,0.0268,0.0081,0,0
33.7448,7.9947,7.9966,49.743,0.9718,0,4.4933,0.0263,0.0087,0.0002,0
33.7448,7.9947,7.9966,49.831,0.9729,0.0002,4.4971,0.027,0.0092,0.0014,0
33.7454,7.9947,7.9966,49.886,0.9728,0.0004,4.4866,0.0259,0.0082,0.0001,0
33.7459,7.995,7.997,49.9,0.9725,0,4.4846,0.026,0.0077,0.0004,0
33.7472,7.9956,7.9975,49.88,0.9721,0.0002,4.481,0.0251,0.0087,0.0008,0
33.7464,7.9965,7.9984,49.832,0.9725,0.0002,4.4831,0.0287,0.0083,0.0002,0
33.7456,7.9975,7.9994,49.771,0.9727,0.0006,4.4931,0.0284,0.0085,0.0005,0
33.7453,7.9978,7.9997,49.703,0.9734,0.0004,4.4924,0.0282,0.0076,0,0
33.7449,7.9983,8.0002,49.651,0.9728,0,4.4965,0.0292,0.0085,0,0
33.7446,7.9986,8.0005,49.609,0.9725,0,4.485,0.0279,0.0072,0,0
33.7435,7.9986,8.0005,49.583,0.9728,0.0002,4.4899,0.0286,0.0082,0.0014,0
33.743,7.9981,8,49.579,0.9729,0.0004,4.4833,0.0285,0.0083,0,0
33.743,7.9973,7.9992,49.585,0.9733,0.0003,4.4969,0.0289,0.0083,0.0005,0
33.7441,7.9965,7.9984,49.605,0.9725,0,4.485,0.0279,0.0085,0,0
33.7445,7.996,7.9979,49.629,0.9734,0,4.477,0.0284,0.0073,0,0
33.7446,7.9959,7.9978,49.667,0.9728,0.0001,4.4804,0.0271,0.0097,0,0
33.7452,7.9958,7.9978,49.702,0.9728,0,4.4884,0.0266,0.0085,0,0
33.7452,7.996,7.9979,49.743,0.974,0.0008,4.4872,0.0275,0.0081,0.0003,0
33.7444,7.9963,7.9982,49.796,0.9731,0,4.4884,0.026,0.0079,0.0012,0
33.744,7.9961,7.9981,49.855,0.9727,0.0004,4.4896,0.0255,0.0088,0,0
33.7445,7.996,7.9979,49.914,0.9736,0.0002,4.4863,0.0256,0.0083,0.0006,0
33.7441,7.996,7.9979,49.977,0.9732,0.0002,4.4814,0.0263,0.0098,0,0
33.7442,7.9957,7.9976,50.037,0.9732,0.0002,4.4903,0.0264,0.0094,0.0003,0
33.7441,7.9957,7.9976,50.107,0.9738,0,4.4916,0.0282,0.0081,0,0
33.7443,7.9955,7.9974,50.171,0.9732,0.0009,4.4925,0.0268,0.0093,0,0
33.744,7.9955,7.9975,50.241,0.9726,0.0003,4.4852,0.0272,0.0081,0,0
33.7442,7.9953,7.9972,50.312,0.9734,0.0002,4.4845,0.0275,0.0093,0.0002,0
33.7443,7.9952,7.9971,50.385,0.9725,0,4.4723,0.0266,0.0096,0.0003,0
33.7439,7.9951,7.997,50.452,0.9722,0,4.4762,0.0269,0.01,0,0
33.7444,7.9952,7.9971,50.52,0.9726,0,4.4681,0.0279,0.0085,0,0
33.7441,7.9953,7.9973,50.58,0.9725,0.0001,4.4665,0.0273,0.0093,0.0007,0
33.7443,7.9953,7.9972,50.576,0.9726,0.0006,4.4569,0.0263,0.009,0,0
33.7466,7.9954,7.9973,50.541,0.9716,0,4.4601,0.0268,0.0089,0.0002,0
33.7476,7.9963,7.9982,50.439,0.9725,0.0002,4.4466,0.0266,0.0089,0.0001,0
33.747,7.9978,7.9997,50.323,0.9719,0.0004,4.442,0.0273,0.0088,0,0
33.7454,7.9989,8.0008,50.192,0.9721,0.0008,4.4457,0.0296,0.0085,0.0013,0
33.7458,7.9996,8.0015,50.037,0.9725,0,4.4459,0.03,0.0076,0.0009,0
33.7458,8.0002,8.0021,49.892,0.9719,0.0001,4.4542,0.0294,0.0092,0.0005,0
33.7443,8.0008,8.0027,49.759,0.9718,0.0002,4.4597,0.0302,0.0089,0,0
33.7434,8.0009,8.0028,49.63,0.9725,0.0003,4.4652,0.031,0.0094,0,0
33.7422,8.0005,8.0024,49.526,0.9728,0.0006,4.4559,0.0312,0.0085,0,0
33.7428,7.9995,8.0015,49.443,0.9725,0.0007,4.4643,0.0309,0.0087,0,0
33.7421,7.9987,8.0006,49.386,0.9721,0.0011,4.4607,0.0297,0.0085,0.0003,0
33.7428,7.9977,7.9996,49.358,0.9723,0,4.4611,0.0296,0.0075,0.0002,0
33.7433,7.997,7.9989,49.341,0.9713,0.0002,4.4546,0.031,0.0086,0,0
33.7434,7.9963,7.9983,49.335,0.9718,0,4.453,0.0278,0.0092,0.0002,0
33.7441,7.9959,7.9978,49.339,0.9726,0.0002,4.4485,0.0281,0.0087,0.0003,0
33.7457,7.9957,7.9976,49.341,0.9716,0.0004,4.4573,0.0287,0.0091,0.0001,0
33.7452,7.996,7.9979,49.337,0.9716,0.0006,4.4549,0.0296,0.0085,0.001,0
33.7458,7.9963,7.9982,49.315,0.9713,0.0002,4.4668,0.0262,0.0082,0,0
33.7464,7.9968,7.9987,49.268,0.9714,0,4.4715,0.0278,0.0092,0.0005,0
33.7459,7.9975,7.9994,49.202,0.9719,0.0008,4.462,0.0265,0.0087,0,0
33.7446,7.9981,8,49.113,0.9709,0.0001,4.4604,0.0287,0.0087,0,0
33.7445,7.9982,8.0001,48.988,0.9725,0,4.4618,0.0289,0.0092,0,0
33.7443,7.9981,8,48.838,0.9706,0.0011,4.4618,0.0277,0.0085,0.0011,0
33.745,7.9981,8,48.686,0.9721,0.0004,4.4604,0.0285,0.0084,0.0003,0
33.7446,7.9982,8.0002,48.518,0.9714,0.0005,4.4498,0.0286,0.0082,0,0
33.744,7.9982,8.0001,48.371,0.9712,0,4.4568,0.0288,0.0089,0.0004,0
33.7449,7.9981,8,48.236,0.9715,0,4.4527,0.0287,0.009,0,0
33.7443,7.9982,8.0002,48.127,0.9715,0.0004,4.4562,0.0282,0.0089,0,0
33.7436,7.9982,8.0002,48.043,0.9719,0.0007,4.4413,0.0278,0.0082,0,0
33.7438,7.9978,7.9997,47.971,0.9722,0,4.4475,0.0291,0.0093,0.0004,0
33.7438,7.9974,7.9993,47.927,0.9723,0.0003,4.4402,0.0307,0.0093,0.0008,0
33.7442,7.997,7.9989,47.894,0.9712,0.0001,4.4642,0.0317,0.0098,0.0005,0
33.7442,7.9967,7.9986,47.871,0.9717,0,4.4527,0.0312,0.0098,0.0006,0
33.7444,7.9966,7.9985,47.851,0.9715,0.0006,4.4691,0.0306,0.0098,0.0002,0
33.7449,7.9965,7.9984,47.816,0.9713,0.0006,4.4672,0.0275,0.0087,0,0
33.7461,7.9966,7.9986,47.768,0.9711,0.0001,4.4631,0.0272,0.0085,0.0004,0
33.746,7.9972,7.9991,47.71,0.9716,0,4.4586,0.0272,0.0082,0,0
33.7454,7.9979,7.9998,47.627,0.9699,0.0003,4.4556,0.0305,0.0087,0,0
33.7441,7.9984,8.0004,47.522,0.9706,0.0002,4.4463,0.0298,0.0085,0,0
33.7444,7.9983,8.0002,47.393,0.9712,0,4.4497,0.0294,0.0081,0,0
33.7441,7.9982,8.0001,47.257,0.9704,0,4.4491,0.0292,0.0093,0.0002,0
33.7437,7.9981,8,47.111,0.9697,0,4.4496,0.0291,0.0093,0.0007,0
33.7449,7.9979,7.9999,46.954,0.9713,0,4.4539,0.0275,0.0086,0.0002,0
33.7448,7.9981,8,46.79,0.9705,0,4.445,0.0283,0.0093,0.0008,0
33.7447,7.9982,8.0002,46.614,0.9706,0.0001,4.4388,0.0286,0.01,0.0002,0
33.7442,7.9984,8.0004,46.432,0.9702,0.0006,4.4363,0.028,0.0096,0,0
33.745,7.9984,8.0004,46.253,0.9704,0,4.434,0.029,0.0089,0.0002,0
33.7444,7.9986,8.0005,46.074,0.9705,0,4.4367,0.028,0.0095,0,0
33.7444,7.9987,8.0006,45.907,0.9699,0,4.4421,0.0292,0.0079,0.0003,0
33.7448,7.9989,8.0008,45.754,0.97,0,4.4434,0.0278,0.0092,0,0
33.745,7.9991,8.001,45.634,0.9703,0.0001,4.4365,0.0285,0.0087,0.0012,0
33.7445,7.9993,8.0012,45.531,0.9705,0.0008,4.4517,0.0284,0.0086,0,0
33.7442,7.9994,8.0013,45.459,0.9702,0,4.4637,0.0282,0.0087,0,0
33.7432,7.9992,8.0012,45.411,0.9705,0,4.472,0.0278,0.0089,0,0
33.7422,7.9989,8.0008,45.383,0.9702,0,4.4802,0.0283,0.0092,0.0002,0
33.7426,7.9977,7.9996,45.367,0.9707,0.0008,4.4886,0.0288,0.0088,0,0
33.7436,7.9968,7.9987,45.363,0.9702,0.0005,4.4898,0.0293,0.0072,0,0
33.7442,7.9963,7.9982,45.357,0.9705,0.0001,4.4898,0.0275,0.0075,0.0003,0
33.745,7.996,7.9979,45.346,0.9696,0.0006,4.4994,0.0272,0.0075,0.0007,0
33.7456,7.9961,7.998,45.322,0.9708,0.0003,4.5059,0.0283,0.0073,0,0
33.7455,7.9965,7.9984,45.273,0.9704,0.0002,4.5098,0.0275,0.0073,0,0
33.7451,7.9969,7.9988,45.199,0.9696,0.0002,4.5099,0.0267,0.0079,0.0003,0
33.7445,7.9971,7.999,45.079,0.97,0,4.4887,0.0275,0.0077,0,0
33.7439,7.9973,7.9992,44.93,0.9702,0.0004,4.4893,0.0266,0.0081,0.0003,0
33.7445,7.997,7.9989,44.738,0.9699,0.0007,4.4968,0.0281,0.0082,0.001,0
33.7447,7.997,7.9989,44.514,0.9706,0.0008,4.4886,0.0283,0.0081,0.0005,0
33.7446,7.9969,7.9988,44.272,0.9709,0.0002,4.4725,0.0279,0.0073,0.0006,0
33.7447,7.997,7.9989,44.012,0.9698,0,4.4633,0.0276,0.0085,0.0001,0
33.7443,7.9972,7.9991,43.757,0.9707,0,4.4656,0.0288,0.0079,0.0002,0
33.7447,7.9972,7.9991,43.517,0.9706,0.0001,4.4568,0.0283,0.007,0.0003,0
33.7442,7.9973,7.9992,43.305,0.9711,0.0002,4.45,0.028,0.009,0,0
33.7436,7.9973,7.9992,43.131,0.9709,0,4.4855,0.0297,0.0089,0,0
33.7432,7.997,7.9989,42.987,0.9709,0,4.499,0.0299,0.0082,0.0002,0
33.743,7.9966,7.9986,42.881,0.9715,0.0002,4.5227,0.0302,0.0085,0.0003,0
33.743,7.9961,7.998,42.813,0.9716,0.0001,4.5404,0.0267,0.0089,0.0003,0
33.7433,7.9955,7.9975,42.773,0.9716,0.0002,4.537,0.0275,0.0081,0,0
33.7437,7.9952,7.9971,42.745,0.9715,0,4.53,0.0272,0.0076,0.0011,0
33.744,7.9949,7.9968,42.708,0.9708,0.0004,4.538,0.0276,0.008,0.0002,0
33.744,7.9949,7.9968,42.67,0.9723,0.0008,4.5751,0.0302,0.0078,0,0
33.7451,7.9948,7.9967,42.61,0.9715,0.0001,4.5824,0.0299,0.0067,0.0005,0
33.7455,7.9952,7.9971,42.532,0.9712,0.0006,4.5833,0.0298,0.0069,0.0003,0
33.745,7.9957,7.9976,42.438,0.9715,0,4.5823,0.027,0.0073,0,0
33.7449,7.9961,7.998,42.313,0.9717,0.0001,4.5865,0.0273,0.0067,0,0
33.7449,7.9963,7.9982,42.171,0.9715,0,4.5818,0.0275,0.0077,0,0
33.7448,7.9964,7.9983,42.023,0.9715,0.0001,4.5814,0.0262,0.0069,0,0
33.7439,7.9966,7.9985,41.874,0.9712,0.0011,4.5869,0.0252,0.0062,0,0
33.7448,7.9963,7.9983,41.707,0.9723,0.0004,4.5894,0.0256,0.0069,0,0
33.7451,7.9963,7.9983,41.542,0.9726,0,4.5946,0.0249,0.0073,0.0004,0
33.7448,7.9964,7.9983,41.386,0.9715,0.0002,4.5911,0.0291,0.0067,0.0005,0
33.7453,7.9966,7.9985,41.225,0.9716,0.0002,4.5935,0.0282,0.0064,0,0
33.7444,7.9967,7.9986,41.074,0.9715,0.0005,4.5941,0.0283,0.0054,0,0
33.7443,7.9966,7.9986,40.927,0.9713,0.0001,4.5965,0.0282,0.0067,0,0
33.7444,7.9966,7.9985,40.781,0.9719,0,4.6023,0.0287,0.0062,0,0
33.7445,7.9964,7.9983,40.637,0.9731,0.0005,4.6094,0.0285,0.0053,0.001,0
33.7447,7.9963,7.9982,40.486,0.9722,0.0007,4.6131,0.0266,0.0063,0,0
33.7441,7.9964,7.9983,40.322,0.9725,0,4.6165,0.0261,0.0072,0,0
33.7447,7.9962,7.9981,40.144,0.9725,0,4.623,0.0256,0.0065,0.0002,0
33.7431,7.9964,7.9983,39.954,0.9722,0,4.621,0.0259,0.0063,0,0
33.743,7.9962,7.9981,39.759,0.9728,0.0001,4.6215,0.0273,0.0052,0,0
33.7429,7.9961,7.998,39.577,0.9719,0.0001,4.6258,0.0272,0.0058,0,0
33.743,7.9961,7.9981,39.411,0.9731,0,4.6191,0.0272,0.0054,0,0
33.7436,7.9963,7.9982,39.273,0.9736,0.0003,4.6301,0.0276,0.0062,0,0
33.7426,7.9966,7.9985,39.179,0.9719,0,4.6278,0.0269,0.006,0,0
33.7409,7.9967,7.9986,39.126,0.9744,0.0002,4.633,0.0285,0.0056,0.0002,0
33.7398,7.9961,7.998,39.116,0.9734,0,4.6343,0.0269,0.006,0.0002,0
33.7414,7.9955,7.9974,39.116,0.9744,0,4.6407,0.0262,0.0063,0,0
33.7421,7.9947,7.9966,39.127,0.9738,0,4.6331,0.0262,0.0067,0,0
33.742,7.9943,7.9962,39.129,0.9727,0.0013,4.6123,0.0263,0.0066,0,0
33.7421,7.9943,7.9962,39.103,0.9737,0.0009,4.622,0.0251,0.0061,0,0
33.7433,7.9945,7.9964,39.024,0.9754,0,4.627,0.0242,0.0059,0,0
33.7434,7.995,7.997,38.882,0.9747,0,4.6318,0.0253,0.005,0.0008,0
33.7425,7.9957,7.9976,38.676,0.9722,0,4.6352,0.0272,0.005,0.0001,0
33.7416,7.9961,7.998,38.42,0.9738,0,4.6325,0.0284,0.0057,0.001,0
33.7409,7.9962,7.9981,38.116,0.9742,0.0002,4.6421,0.0267,0.005,0,0
33.7408,7.9962,7.9981,37.79,0.9747,0.0002,4.6487,0.0278,0.0062,0,0
33.7409,7.9963,7.9983,37.462,0.9746,0.0001,4.6529,0.0268,0.0056,0.0004,0
33.7392,7.9966,7.9985,37.169,0.9731,0,4.6509,0.0254,0.0048,0,0
33.7392,7.9966,7.9986,36.918,0.9734,0,4.6555,0.0262,0.0058,0.0007,0
33.7377,7.9969,7.9988,36.719,0.9729,0.0004,4.6422,0.0265,0.0063,0,0
33.7358,7.9966,7.9986,36.59,0.9729,0.0003,4.6555,0.0273,0.0046,0,0
33.7361,7.9959,7.9978,36.518,0.9727,0.0007,4.6578,0.0272,0.006,0,0
33.7355,7.9954,7.9973,36.518,0.9722,0.0004,4.6655,0.026,0.0054,0,0
33.7345,7.9949,7.9968,36.57,0.9723,0.0003,4.6538,0.0251,0.005,0.0006,0
33.7334,7.9943,7.9962,36.649,0.973,0,4.665,0.0259,0.0056,0.0001,0
33.7324,7.9939,7.9958,36.736,0.9723,0.0002,4.6532,0.0259,0.0043,0.0002,0
33.7338,7.9937,7.9957,36.804,0.9724,0,4.67,0.0245,0.0047,0.0005,0
33.734,7.9936,7.9955,36.846,0.972,0.0001,4.6697,0.0256,0.006,0,0
33.7351,7.9934,7.9953,36.837,0.9715,0.0006,4.6692,0.0253,0.0059,0,0
33.7348,7.9938,7.9957,36.739,0.9714,0.0002,4.6748,0.0239,0.005,0.0005,0
33.7345,7.9946,7.9965,36.566,0.9713,0,4.6825,0.0239,0.005,0.0002,0
33.7331,7.9952,7.9971,36.309,0.9709,0,4.6764,0.0256,0.0049,0.0005,0
33.7308,7.9954,7.9973,36,0.9712,0,4.695,0.0239,0.0051,0,0
33.7298,7.9954,7.9973,35.659,0.9699,0.0008,4.7281,0.0241,0.0047,0,0
33.7311,7.9952,7.9971,35.31,0.9703,0,4.7826,0.0246,0.004,0,0
33.7246,7.995,7.9969,34.981,0.9693,0.0005,4.8064,0.0246,0.0039,0.0004,0
33.721,7.9943,7.9962,34.693,0.9702,0.0002,4.8173,0.0266,0.0037,0.0002,0
33.7147,7.9934,7.9953,34.446,0.9691,0.0005,4.8183,0.0265,0.004,0.0005,0
33.7054,7.9919,7.9938,34.266,0.9695,0.0004,4.8126,0.0259,0.0042,0.001,0
33.6972,7.99,7.992,34.159,0.969,0,4.8049,0.0282,0.0034,0,0
33.6972,7.9881,7.99,34.116,0.9695,0.0008,4.8027,0.0282,0.0036,0,0
33.6942,7.9872,7.9891,34.13,0.9695,0.0001,4.8022,0.0279,0.0037,0,0
33.6901,7.9888,7.9907,34.191,0.9698,0,4.7974,0.0283,0.0043,0.0004,0
33.6816,7.9921,7.994,34.286,0.9702,0.0001,4.7922,0.0319,0.0038,0.0003,0
33.6758,7.9958,7.9978,34.388,0.9715,0,4.7885,0.0323,0.0046,0.0006,0
33.6761,7.9995,8.0015,34.485,0.972,0.0001,4.792,0.0312,0.0043,0,0
33.676,8.0003,8.0023,34.544,0.9744,0.0004,4.7864,0.0318,0.0032,0.0002,0
33.6777,7.9994,8.0013,34.558,0.9767,0.0004,4.7915,0.0318,0.0038,0,0
33.676,7.9999,8.0018,34.492,0.9788,0.0004,4.793,0.0311,0.004,0,0
33.6724,8.0013,8.0033,34.348,0.9813,0.0007,4.7941,0.0351,0.0031,0.0011,0
33.6684,8.0029,8.0049,34.123,0.9817,0.0001,4.7935,0.0348,0.004,0,0
33.6647,8.0044,8.0063,33.826,0.9835,0.0005,4.7894,0.0356,0.0037,0.0003,0
33.6624,8.0058,8.0078,33.489,0.9854,0.0002,4.7955,0.0346,0.0044,0.0004,0
33.6595,8.0069,8.0088,33.124,0.9863,0.0005,4.8024,0.0363,0.0039,0,0
33.6543,8.0078,8.0097,32.774,0.9865,0.0001,4.8107,0.0358,0.0034,0.0005,0
33.6509,8.008,8.0099,32.462,0.9874,0.0009,4.8076,0.0356,0.0039,0.0006,0
33.6492,8.0076,8.0096,32.184,0.9883,0.0002,4.824,0.0351,0.0036,0,0
33.6454,8.0073,8.0092,31.971,0.9898,0.0003,4.8354,0.0359,0.0029,0,0
33.6433,8.0066,8.0085,31.829,0.9902,0,4.826,0.0363,0.0027,0,0
33.6419,8.0055,8.0075,31.759,0.9898,0.0001,4.8359,0.0315,0.0043,0.0007,0
